web_scraper_order,web_scraper_start_url,pagination,name,data3,image,item_page_title,item_page_link,ingredients_from_packaging,title,data_1,image_1
"1773517134-908","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=10","L'oreal Paris Colorista Hair Makeup Temporary 1-Day Hair...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/772110/original.","L'Oréal Paris
         L'oreal Paris Colorista Hair Makeup Temporary 1-Day Hair...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/9102083-LOral_Paris_Loreal_Paris_Colorista_Hair_Makeup_Temporary_1Day_Hair_Color_Spray_Purple/","Butane, Hydrofluorocarbon 152a, Disiloxane, Ci 15985 / Yellow 6 Lake, Ci 77163 / Bismuth Oxychloride, Ci 45410 / Red 27 Lake, Ethylhexyl Hydroxystearate, Trimethylsiloxysilicate, Triethoxycaprylylsilane, Methyl Trimethicone","L'oreal Paris Colorista Hair Makeup Temporary 1-Day Hair Color Spray, Purple","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/772110/original."
"1773517136-909","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=10","L'oreal Paris True Match Radiant Serum Concealer, C3","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/771971/original.","L'Oréal Paris
         L'oreal Paris True Match Radiant Serum Concealer, C3
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/7707780-LOral_Paris_Loreal_Paris_True_Match_Radiant_Serum_Concealer_C3/","AQUA / WATER / EAU • ISODODECANE • DIMETHICONE • ALCOHOL DENAT. • BUTYLENE GLYCOL • GLYCERIN • TRIMETHYLSILOXYSILICATE • DIPHENYLSILOXY PHENYL TRIMETHICONE • SYNTHETIC FLUORPHLOGOPITE • PEG-10 DIMETHICONE • NIACINAMIDE • SODIUM HYALURONATE • SILICA • DISTEARDIMONIUM HECTORITE • ISOPROPYL LAUROYL SARCOSINATE • DIISOPROPYL SEBACATE • MAGNESIUM SULFATE • DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER • BIS-PEG/PPG-14/14 DIMETHICONE • DISODIUM STEAROYL GLUTAMATE • PHENOXYETHANOL • PROPYLENE CARBONATE • CAFFEINE • DIPENTAERYTHRITYL TETRAHYDROXYSTEARATE/TETRAISOSTEARATE • SILICA SILYLATE • TOCOPHEROL • ALUMINUM HYDROXIDE • TIN OXIDE ● [+/- MAY CONTAIN: CI 77891 / TITANIUM DIOXIDE • CI 77491, CI 77492, CI 77499 / IRON OXIDES • MICA • CI 77163 / BISMUTH OXYCHLORIDE].","L'oreal Paris True Match Radiant Serum Concealer, C3","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/771971/original."
"1773517139-910","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","L'Oreal Paris Magic Root Precision, Dark Brown (2020...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/558397/original.","L'Oréal Paris
         L'Oreal Paris Magic Root Precision, Dark Brown (2020...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/881797-LOral_Paris_LOreal_Paris_Magic_Root_Precision_Dark_Brown_2020_formulation/","1228592 CYCLOPENTASILOXANE, ISODODECANE, CI 77491, CI 77492, CI 77499/ IRON OXIDES, TRIMETHYLSILOXYSILICATE, POLYETHYLENE, TRIETHYLHEXANOIN, ISOPROPYL LANOLATE, SORBITAN SESQUIOLEATE, DISTEARDIMONIUM HECTORITE, TRIHYDROXYSTEARIN, DIMETHICONE, SILICA, PHENOXYETHANOL, PROPYLENE CARBONATE, PEG-40 STEARATE, CERA ALBA/BEESWAX/CIRE DABEILLE, MICA.","L'Oreal Paris Magic Root Precision, Dark Brown (2020 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/558397/original."
"1773517142-911","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","Loreal Paris Infallible Blur-Fection Longwear Loose Setting...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/819425/original.","L'Oréal Paris
         Loreal Paris Infallible Blur-Fection Longwear Loose Setting...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/6922315-LOral_Paris_Loreal_Paris_Infallible_BlurFection_Longwear_Loose_Setting_Powder_Translucent_Medium_Deep/","ZEA MAYS STARCH / CORN STARCH, SYNTHETIC FLUORPHLOGOPITE, CELLULOSE, LAUROYL LYSINE, COPERNICIA CERIFERA CERA / CARNAUBA WAX / CIRE DE CARNAUBA, SQUALANE, TOCOPHEROL, SODIUM HYALURONATE, HYDROGEN DIMETHICONE, HELIANTHUS ANNUUS SEED OIL / SUNFLOWER SEED OIL ● [+/- MAY CONTAIN: CI 77163 / BISMUTH OXYCHLORIDE, CI 19140 / YELLOW 5 LAKE, CI 77491, CI 77492, CI 77499 / IRON OXIDES, CI 73360 / RED 30, CI 77007 / ULTRAMARINES]. (F.I.L. N70037364/1).","Loreal Paris Infallible Blur-Fection Longwear Loose Setting Powder, Translucent Medium Deep","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/819425/original."
"1773517145-912","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","L'Oreal Paris Brow Stylist Designer Eyebrow Pencil, 315 Dark...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/577220/original.","L'Oréal Paris
         L'Oreal Paris Brow Stylist Designer Eyebrow Pencil, 315 Dark...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/923871-LOral_Paris_LOreal_Paris_Brow_Stylist_Designer_Eyebrow_Pencil_315_Dark_Brunette_2020_formulation/","HYDROGENATED VEGETABLE OIL, OZOKERITE, COPERNICIA CERIFERA CERA / CARNAUBA WAX / CIRE DE CARNAUBA, RICINUS COMMUNIS OIL / CASTOR SEED OIL, SORBITAN TRISTEARATE, LECITHIN, TOCOPHEROL, GLYCERYL STEARATE, ASCORBYL PALMITATE, GLYCERYL OLEATE, CITRIC ACID [+/- MAY CONTAIN CI 77491, CI 77492, CI 77499 / IRON OXIDES, MICA, CI 77891 / TITANIUM DIOXIDE]","L'Oreal Paris Brow Stylist Designer Eyebrow Pencil, 315 Dark Brunette (2020 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/577220/original."
"1773517148-913","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","L'oreal Paris True Match Radiant Serum Concealer, N5","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/771952/original.","L'Oréal Paris
         L'oreal Paris True Match Radiant Serum Concealer, N5
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1559236-LOral_Paris_Loreal_Paris_True_Match_Radiant_Serum_Concealer_N5/","AQUA / WATER / EAU • ISODODECANE • DIMETHICONE • ALCOHOL DENAT. • BUTYLENE GLYCOL • GLYCERIN • TRIMETHYLSILOXYSILICATE • DIPHENYLSILOXY PHENYL TRIMETHICONE • SYNTHETIC FLUORPHLOGOPITE • PEG-10 DIMETHICONE • NIACINAMIDE • SODIUM HYALURONATE • SILICA • DISTEARDIMONIUM HECTORITE • ISOPROPYL LAUROYL SARCOSINATE • DIISOPROPYL SEBACATE • MAGNESIUM SULFATE • DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER • BIS-PEG/PPG-14/14 DIMETHICONE • DISODIUM STEAROYL GLUTAMATE • PHENOXYETHANOL • PROPYLENE CARBONATE • CAFFEINE • DIPENTAERYTHRITYL TETRAHYDROXYSTEARATE/TETRAISOSTEARATE • SILICA SILYLATE • TOCOPHEROL • ALUMINUM HYDROXIDE • TIN OXIDE ● [+/- MAY CONTAIN: CI 77891 / TITANIUM DIOXIDE • CI 77491, CI 77492, CI 77499 / IRON OXIDES • MICA • CI 77163 / BISMUTH OXYCHLORIDE].","L'oreal Paris True Match Radiant Serum Concealer, N5","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/771952/original."
"1773517151-914","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","Loreal Paris Le Liquid Blush, 601 Dewy Worth It","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/805205/original.","L'Oréal Paris
         Loreal Paris Le Liquid Blush, 601 Dewy Worth It
      
      
        
            
              
                LOW HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/9692801-LOral_Paris_Loreal_Paris_Le_Liquid_Blush_601_Dewy_Worth_It/","AQUA / WATER / EAU,  DIMETHICONE,  ISODODECANE,  BUTYLENE GLYCOL,  ALCOHOL,  ACRYLATES/POLYTRIMETHYLSILOXYMETHACRYLATE COPOLYMER,  CETYL PEG/PPG-10/1 DIMETHICONE,  TRIMETHYL PENTAPHENYL TRISILOXANE,  DISTEARDIMONIUM HECTORITE,  POLYGLYCERYL-4 ISOSTEARATE,  SYNTHETIC FLUORPHLOGOPITE,  MAGNESIUM SULFATE,  PHENOXYETHANOL,  PROPYLENE CARBONATE,  PEG/PPG-18/18 DIMETHICONE,  DISODIUM STEAROYL GLUTAMATE,  ALUMINUM HYDROXIDE,  PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,  TOCOPHEROL","Loreal Paris Le Liquid Blush, 601 Dewy Worth It","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/805205/original."
"1773517154-915","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","L'oreal Paris Magic Root Cover Up Temporary Dark Root...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/406/601.jpg","L'Oréal Paris
         L'oreal Paris Magic Root Cover Up Temporary Dark Root...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/959104-LOral_Paris_Loreal_Paris_Magic_Root_Cover_Up_Temporary_Dark_Root_Concealer_Spray_Light_Blonde/","BUTANE, HYDROFLUOROCARBON 152A, ETHYL TRISILOXANE, CI 77163/BISMUTH OXYCHLORIDE, C177491, C177492 IRON OXIDES, MICA, ETHYLHEXYL HYDROXYSTEARATE, TRIMETHYLSILOXYSILICATE, TRIETHOXYCAPRYLYLSILANE, SYNTHETIC FLUORPHLOGOPITE, METHYL TRIMETHICONE","L'oreal Paris Magic Root Cover Up Temporary Dark Root Concealer Spray, Light Blonde","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/406/601.jpg"
"1773517156-916","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","Loreal Paris Le Liquid Blush, 605 Dewy Bright Pink","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/805221/original.","L'Oréal Paris
         Loreal Paris Le Liquid Blush, 605 Dewy Bright Pink
      
      
        
            
              
                LOW HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/9023708-LOral_Paris_Loreal_Paris_Le_Liquid_Blush_605_Dewy_Bright_Pink/","AQUA / WATER / EAU,  DIMETHICONE,  ISODODECANE,  BUTYLENE GLYCOL,  ALCOHOL,  ACRYLATES/POLYTRIMETHYLSILOXYMETHACRYLATE COPOLYMER,  CETYL PEG/PPG-10/1 DIMETHICONE,  TRIMETHYL PENTAPHENYL TRISILOXANE,  DISTEARDIMONIUM HECTORITE,  POLYGLYCERYL-4 ISOSTEARATE,  SYNTHETIC FLUORPHLOGOPITE,  MAGNESIUM SULFATE,  PHENOXYETHANOL,  PROPYLENE CARBONATE,  PEG/PPG-18/18 DIMETHICONE,  DISODIUM STEAROYL GLUTAMATE,  ALUMINUM HYDROXIDE,  PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,  TOCOPHEROL","Loreal Paris Le Liquid Blush, 605 Dewy Bright Pink","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/805221/original."
"1773517159-917","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","L'oreal Paris Lumi Le Liquid Blush, 630 Glowy Gold True Rose","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/771987/original.","L'Oréal Paris
         L'oreal Paris Lumi Le Liquid Blush, 630 Glowy Gold True Rose 
      
      
        
            
              
                LOW HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/6087376-LOral_Paris_Loreal_Paris_Lumi_Le_Liquid_Blush_630_Glowy_Gold_True_Rose_/","AQUA / WATER / EAU • DIMETHICONE • ISODODECANE • BUTYLENE GLYCOL • ALCOHOL • ACRYLATES/POLYTRIMETHYLSILOXYMETHACRYLATE COPOLYMER • CETYL PEG/PPG-10/1 DIMETHICONE • TRIMETHYL PENTAPHENYL TRISILOXANE • DISTEARDIMONIUM HECTORITE • POLYGLYCERYL-4 ISOSTEARATE • SYNTHETIC FLUORPHLOGOPITE • MAGNESIUM SULFATE • PHENOXYETHANOL • PROPYLENE CARBONATE • PEG/PPG-18/18 DIMETHICONE • DISODIUM STEAROYL GLUTAMATE • ALUMINUM HYDROXIDE • PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE • TOCOPHEROL","L'oreal Paris Lumi Le Liquid Blush, 630 Glowy Gold True Rose","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/771987/original."
"1773517162-918","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","L'Oreal Paris Micellar Cleansing Water, All Skin Types (2020...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/558398/original.","L'Oréal Paris
         L'Oreal Paris Micellar Cleansing Water, All Skin Types (2020...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/883999-LOral_Paris_LOreal_Paris_Micellar_Cleansing_Water_All_Skin_Types_2020_formulation/","917083 WATER, CYCLOPENTASILOXANE, ISOHEXADECANE, POTASSIUM PHOSPHATE, SODIUM CHLORIDE, HEXYLENE GLYCOL, DIPOTASSIUM PHOSPHATE, DISODIUM EDTA, DECYL GLUCOSIDE, POLYAMINOPROPYL BIGUANIDE","L'Oreal Paris Micellar Cleansing Water, All Skin Types (2020 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/558398/original."
"1773517165-919","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","L'oreal Paris True Match Radiant Serum Concealer, C10","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/771953/original.","L'Oréal Paris
         L'oreal Paris True Match Radiant Serum Concealer, C10
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/7678172-LOral_Paris_Loreal_Paris_True_Match_Radiant_Serum_Concealer_C10/","AQUA / WATER / EAU • ISODODECANE • DIMETHICONE • ALCOHOL DENAT. • BUTYLENE GLYCOL • GLYCERIN • TRIMETHYLSILOXYSILICATE • DIPHENYLSILOXY PHENYL TRIMETHICONE • SYNTHETIC FLUORPHLOGOPITE • PEG-10 DIMETHICONE • NIACINAMIDE • SODIUM HYALURONATE • SILICA • DISTEARDIMONIUM HECTORITE • ISOPROPYL LAUROYL SARCOSINATE • DIISOPROPYL SEBACATE • MAGNESIUM SULFATE • DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER • BIS-PEG/PPG-14/14 DIMETHICONE • DISODIUM STEAROYL GLUTAMATE • PHENOXYETHANOL • PROPYLENE CARBONATE • CAFFEINE • DIPENTAERYTHRITYL TETRAHYDROXYSTEARATE/TETRAISOSTEARATE • SILICA SILYLATE • TOCOPHEROL • ALUMINUM HYDROXIDE • TIN OXIDE ● [+/- MAY CONTAIN: CI 77891 / TITANIUM DIOXIDE • CI 77491, CI 77492, CI 77499 / IRON OXIDES • MICA • CI 77163 / BISMUTH OXYCHLORIDE].","L'oreal Paris True Match Radiant Serum Concealer, C10","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/771953/original."
"1773517168-920","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","L'Oreal Paris Brow Stylist Frame & Set Cream Pomade, 213...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/339/596.jpg","L'Oréal Paris
         L'Oreal Paris Brow Stylist Frame & Set Cream Pomade, 213...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/926341-LOral_Paris_LOreal_Paris_Brow_Stylist_Frame__Set_Cream_Pomade_213_Light_Brunette_2020_formulation/","CYCLOPENTASILOXANE, CERESIN, SILICA, TRIMETHYLSILOXYSILICATE, ISODODECANE, CYCLOHEXASILOXANE, TALC, CAPRYLYL METHICONE, SILICA SILYLATE, DISTEARDIMONIUM HECTORITE, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE [+/- MAY CONTAIN CI 77491, CI 77492, CI 77499 / IRON OXIDES, CI 77891 / TITANIUM DIOXIDE, MICA]","L'Oreal Paris Brow Stylist Frame & Set Cream Pomade, 213 Light Brunette (2020 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/339/596.jpg"
"1773517170-921","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=9","L'Oreal Paris Superior Preference Permanent Hair Color,...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/839611/original.","L'Oréal Paris
         L'Oreal Paris Superior Preference Permanent Hair Color,...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/7827752-LOral_Paris_LOreal_Paris_Superior_Preference_Permanent_Hair_Color_FadeDefying_7LA_Lightest_Auburn/","AQUA / WATER / EAU, HYDROGEN PEROXIDE, CETEARYL ALCOHOL, TRIDECETH-2 CARBOXAMIDE MEA, CETEARETH-25, GLYCERIN, PHOSPHORIC ACID, TETRASODIUM ETIDRONATE, TETRASODIUM PYROPHOSPHATE, SODIUM SALICYLATE","L'Oreal Paris Superior Preference Permanent Hair Color, Fade-Defying, 7LA Lightest Auburn","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/839611/original."
"1773517173-922","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=8","L'Oreal Paris Infallible Pro-Matte Foundation Normal/Oily...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/361/597.jpg","L'Oréal Paris
         L'Oreal Paris Infallible Pro-Matte Foundation Normal/Oily...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1026097-LOral_Paris_LOreal_Paris_Infallible_ProMatte_Foundation_NormalOily_Skin__1015_Ivory_Buff__1_fl_oz/","Aqua / Water, Dimethicone, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Butylene Glycol, Silica, PEG-10 Dimethicone, Isohexadecane, Cellulose, Isononyl Isononanoate, Pentylene Glycol, Bis-PEG/PPG-14/14 Dimethicone, Magnesium Sulfate, Phenoxyethanol, Disodium Stearoyl Glutamate, Caprylyl Glycol, Silica Silylate, Disteardimonium Hectorite, Calcium Aluminum Borosilicate, Tocopherol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Aluminum Hydroxide, Sorbitan Isostearate, Polysorbate 60, [+/- May contain CI 77891 / Titanium Dioxide, CI 77491, CI 77492, CI 77499 / Iron Oxides]","L'Oreal Paris Infallible Pro-Matte Foundation Normal/Oily Skin - 101.5 Ivory Buff - 1 fl oz","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/361/597.jpg"
"1773517176-923","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=8","L'Oreal Paris Colour Riche Monos Eyeshadow, Petite Perle","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/775228/original.","L'Oréal Paris
         L'Oreal Paris Colour Riche Monos Eyeshadow, Petite Perle
      
      
        
            
              
                LOW HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/4742921-LOral_Paris_LOreal_Paris_Colour_Riche_Monos_Eyeshadow_Petite_Perle/","C12-15 Alkyl Benzoate, Talc, Phenyl Trimethicone, Perlite, Hydrogenated Styrene/Butadiene Copolymer, Alumina, Caprylyl Glycol, Lauroyl Lysine, Magnesium Stearate, Silica, Synthetic Fluorphlogopite, Tris-BHT Mesitylene. [+/- May Contain/Peut Contenir: Mica, CI 77891/Titanium Dioxide, CI 77491, CI 77492, CI 77499/Iron Oxides, CI 77007/Ultramarines, CI 77510/Ferric Ammonium Ferrocyanide, CI 75470/Carmine, CI 19140/Yellow 5 Lake, CI 42090/Blue 1 Lake, CI 77510/Ferric Ferrocyanide, CI 77742/Manganese Violet]","L'Oreal Paris Colour Riche Monos Eyeshadow, Petite Perle","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/775228/original."
"1773517179-924","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=8","L'oreal Paris Revitalift Derm Intensives Glycolic Acid 10%...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/569542/original.","L'Oréal Paris
         L'oreal Paris Revitalift Derm Intensives Glycolic Acid 10%...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/946027-LOral_Paris_Loreal_Paris_Revitalift_Derm_Intensives_Glycolic_Acid_10_Pure_Glycolic_Acid_Serum_2020_formulation/","917131 AQUA/WATER/EAU, GLYCOLIC ACID, GLYCERIN, ALCOHOL DENAT., SODIUM HYDROXIDE, ALOE BARBADENSIS LEAF JUICE, SODIUM HYALURONATE, HYDROXYETHYLCELLULOSE, ASCORBYL GLUCOSIDE, CITRIC ACID, POTASSIUM SORBATE, SODIUM BENZOATE","L'oreal Paris Revitalift Derm Intensives Glycolic Acid 10% Pure Glycolic Acid Serum (2020 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/569542/original."
"1773517181-925","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=8","L'oreal Paris Revitalift Derm Intensives 1.5% Pure...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/530443/original.","L'Oréal Paris
         L'oreal Paris Revitalift Derm Intensives 1.5% Pure...
      
      
        
            
              
                LOW HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/975023-LOral_Paris_Loreal_Paris_Revitalift_Derm_Intensives_15_Pure_Hyaluronic_Acid_Serum_Fragrance_Free/","899297/21 AQUA/WATER, GLYCERIN, HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID, SODIUM HYALURONATE, PEG-60 HYDROGENATED CASTOR OIL, SECALE CEREALE SEED EXTRACT/RYE SEED EXTRACT, CALCIUM PANTOTHENATE, DIPEPTIDE DIAMINOBUTYROYL BENZYLAMIDE DIACETATE, ASCORBYL GLUCOSIDE, DISODIUM EDTA, PENTYLENE GLYCOL, PHENOXYETHANOL, CHLORPHENESIN.","L'oreal Paris Revitalift Derm Intensives 1.5% Pure Hyaluronic Acid Serum, Fragrance Free","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/530443/original."
